x,y,z,alpha,beta,gamma,time
-2.971449136734009,0.5561368465423584,0.2865344285964966,0.0019848836947394853,0.004422110125128665,0.020515624111745658,1761350159.179275
-2.971409320831299,0.556158185005188,0.2865915596485138,0.0021144040960153917,0.004342471616697753,0.020460008214767435,1761350159.189749
-2.971371650695801,0.5561493635177612,0.2865862548351288,0.002199863359850513,0.004468351164020015,0.02054249291959032,1761350159.199918
-2.971372365951538,0.5561463832855225,0.28655725717544556,0.0021722782822256354,0.003971564423575027,0.02057544881860035,1761350159.210068
-2.9714064598083496,0.556183934211731,0.2866085469722748,0.0022374982829173927,0.004466344763721256,0.020384473458402413,1761350159.210306
-2.9714043140411377,0.5561541318893433,0.28656449913978577,0.0020297457886184114,0.00454980890929984,0.020602277047444474,1761350159.220039
-2.9713079929351807,0.5561819076538086,0.2866378128528595,0.0021951485334247905,0.004274262741756515,0.020344731153757695,1761350159.23009
-2.9713127613067627,0.556158721446991,0.2865869700908661,0.002152294535050368,0.003930610728825245,0.0204046487944132,1761350159.240134
-2.9712648391723633,0.5562475323677063,0.28662851452827454,0.0023093318831084613,0.004141967538824058,0.020212799351030864,1761350159.250155
-2.971367359161377,0.5561814308166504,0.28664258122444153,0.0022436447871660575,0.004505121743284409,0.020466975838330726,1761350159.259975
-2.971365451812744,0.5562348365783691,0.28656211495399475,0.0022399996492065586,0.004493800264146035,0.020388440998987404,1761350159.270135
-2.9713613986968994,0.5562636852264404,0.28657329082489014,0.002264718975890102,0.004068607243542347,0.020461327681346404,1761350159.270398
-2.971287965774536,0.5562354326248169,0.2865934371948242,0.002325434916270301,0.0043615693399083905,0.02033911051869529,1761350159.280158
-2.9713616371154785,0.5561800003051758,0.2865595519542694,0.002165475841467637,0.004413493450365225,0.020346269982296106,1761350159.290127
-2.971338987350464,0.5561829209327698,0.2865424156188965,0.001979951609112963,0.004280705099753768,0.020513261203688713,1761350159.30011
-2.971450090408325,0.5561795830726624,0.2864759564399719,0.0018767449492064837,0.004769198613645962,0.02067429373239968,1761350159.310149
-2.9713737964630127,0.5561645030975342,0.2865223288536072,0.0021167962311939357,0.004478141095325485,0.020393123128326664,1761350159.310433
-2.971336841583252,0.5561817288398743,0.2865363359451294,0.0021306656465755933,0.004372673537419758,0.02042669258271559,1761350159.320163
-2.9713563919067383,0.5561878681182861,0.2865544557571411,0.0019811433087048337,0.004165327920743202,0.02031963995524872,1761350159.330158
-2.971191883087158,0.5562548637390137,0.28659188747406006,0.002284207702099024,0.003962930363907528,0.02005373024005989,1761350159.340157
-2.971311092376709,0.5561482906341553,0.286567360162735,0.0020487240695911337,0.004002672767596519,0.020460994667768666,1761350159.350027
-2.971262216567993,0.5561574101448059,0.28655916452407837,0.0022215606358286333,0.0038881791634085634,0.020285563218851242,1761350159.360156
-2.9712960720062256,0.556217610836029,0.286624550819397,0.002145640721639601,0.003897476763473955,0.02021249628466831,1761350159.360441
-2.971275806427002,0.5561720728874207,0.28665563464164734,0.002082966919979681,0.003926752112627069,0.02028000956461384,1761350159.370142
-2.9713737964630127,0.5561684966087341,0.286546915769577,0.001875702692478631,0.00453036833448081,0.020460089531978726,1761350159.380181
-2.971423625946045,0.5561509132385254,0.28655704855918884,0.0019639136713028647,0.004716406541114804,0.02056393224776906,1761350159.390135
-2.9713406562805176,0.5561788082122803,0.2865268588066101,0.0020074982222880026,0.004382810912665793,0.020549539294845705,1761350159.410111
-2.9713573455810547,0.5561845302581787,0.2865614891052246,0.0021316784497738914,0.004601475489276086,0.020461749580049905,1761350159.410598
-2.9714112281799316,0.5561689138412476,0.28654778003692627,0.0020946685798446177,0.0049942500652108935,0.020703232526759693,1761350159.419874
-2.9713542461395264,0.5562167167663574,0.2865758538246155,0.0021753467938735657,0.00444770155259213,0.020541905983973534,1761350159.420142
-2.971407651901245,0.556191623210907,0.28657928109169006,0.002151906724727588,0.0047039174478916606,0.020525984870941684,1761350159.430141
-2.9714086055755615,0.5561567544937134,0.2865446209907532,0.002065064470412655,0.004374482749852249,0.020537794889468903,1761350159.44015
-2.97133731842041,0.5562215447425842,0.2866091728210449,0.002325136116025558,0.0047118747971812225,0.020435520227186955,1761350159.450149
-2.9712624549865723,0.5561949610710144,0.28662508726119995,0.0022513306013133842,0.00433209896068625,0.020279299928988945,1761350159.460157
-2.9713220596313477,0.5561744570732117,0.2865715026855469,0.0023119519423846525,0.004279690361861635,0.020385859419910037,1761350159.460426
-2.9713454246520996,0.5562217831611633,0.28662940859794617,0.00223020540837022,0.004422808622933316,0.02041170864814103,1761350159.470168
-2.971266269683838,0.5561836957931519,0.2866668999195099,0.0021921922951196053,0.004069998897225286,0.020283161722708776,1761350159.479994
-2.971282482147217,0.5562101006507874,0.2866666316986084,0.002241470018928484,0.004164060051892217,0.020368522469333968,1761350159.49014
-2.971344470977783,0.5561968684196472,0.28663986921310425,0.0022553478048363204,0.004665395537610483,0.020339776366471773,1761350159.500155
-2.971360683441162,0.5562015771865845,0.28656843304634094,0.002320126271283412,0.004529521835396023,0.020417982079386117,1761350159.510007
-2.9714696407318115,0.5561724901199341,0.2865852117538452,0.0020329846596096766,0.005032780575356088,0.02055802306937593,1761350159.510298
-2.9714596271514893,0.5561765432357788,0.2864823639392853,0.0020098206654710067,0.0045232034927479665,0.020770798026896197,1761350159.519999
-2.9713973999023438,0.556179404258728,0.28652501106262207,0.0020440156778501555,0.004690826714918674,0.020674865186521743,1761350159.53
-2.9714279174804688,0.55617755651474,0.2864933907985687,0.0019709390884124303,0.004618059333166,0.020420521855532215,1761350159.540142
-2.9713387489318848,0.5561660528182983,0.2865810692310333,0.0020187712372923055,0.00427779009837529,0.02044075715580209,1761350159.550142
-2.971383571624756,0.5561296939849854,0.2866344451904297,0.0021521183627871447,0.004229386420543649,0.020454496877370495,1761350159.560063
-2.9712958335876465,0.5561771392822266,0.28657814860343933,0.002011303597806625,0.004229171801237565,0.02025222657149902,1761350159.570176
-2.971348762512207,0.556198000907898,0.28652235865592957,0.002102765318038881,0.003987433153735673,0.020444124534667114,1761350159.570483
-2.971238851547241,0.5562631487846375,0.28664401173591614,0.00235687521018638,0.003938124530405846,0.020147727401766614,1761350159.579999
