x,y,z,alpha,beta,gamma,time
0.07811790704727173,0.25142887234687805,0.5496760606765747,-0.0010133329905548483,0.00021261178779474177,-0.18568794223518426,1763592555
0.078107550740242,0.2514234483242035,0.5496407151222229,-0.001037624927476192,0.0003041882434877648,-0.1857418734402828,1763592555
0.07811810076236725,0.2514563500881195,0.5495795607566833,-0.0008371498034146218,0.00028641285974998393,-0.18589293761417172,1763592555
0.07808876037597656,0.2514202296733856,0.549601674079895,-0.0010725606918788157,0.0002709589552899871,-0.18569215249661553,1763592555
0.07827063649892807,0.25156766176223755,0.549843966960907,-0.001383150462854267,0.0011063058067954914,-0.18624972707826942,1763592555
0.07823730260133743,0.25149744749069214,0.5498688817024231,-0.0010102177112576644,0.0010382445070871661,-0.18595944051849225,1763592555
0.07812277972698212,0.25158047676086426,0.5497252941131592,-0.0013953683339071653,0.00017009377434345455,-0.18575765688555676,1763592555
0.07811932265758514,0.251609742641449,0.5496955513954163,-0.0013277968175770857,0.00015855302132859487,-0.18574788134486583,1763592555
0.07811817526817322,0.2515382170677185,0.5497308373451233,-0.0014200183073881897,0.000191061397146687,-0.1857626105025709,1763592555
0.07811769843101501,0.2515448331832886,0.5497100353240967,-0.001360735444792092,0.00016609451436177926,-0.1857281533244266,1763592555
0.07811775803565979,0.25143855810165405,0.5496492981910706,-0.0009532580862529575,0.00025495982202952406,-0.1858104059594354,1763592555
0.07809793949127197,0.2514355778694153,0.5496305227279663,-0.001031333139715492,0.00018353724170534948,-0.18574503715847995,1763592556
0.07809476554393768,0.25142592191696167,0.5496348738670349,-0.0008891959343667605,0.00017390546304606552,-0.18566062086375829,1763592556
0.07807959616184235,0.25141385197639465,0.5496597290039062,-0.0009941846261611754,0.00017638464284444166,-0.18555818791108744,1763592556
0.07810603082180023,0.25142574310302734,0.5496684908866882,-0.0009923093247575425,0.00020022375649164753,-0.18576552673891586,1763592556
0.07809779047966003,0.2514254152774811,0.5496984720230103,-0.0011240887505387558,0.00024337398189274147,-0.18563745060901396,1763592556
0.0775289386510849,0.25032228231430054,0.548832893371582,-0.0041829660503026915,-0.0017097630855059589,-0.17968877201282663,1763592556
0.07750843465328217,0.2502721846103668,0.5487581491470337,-0.0043525165145217775,-0.001815987980183269,-0.17947774563435556,1763592556
0.0780823677778244,0.25146692991256714,0.5496609210968018,-0.0009918881741054265,0.00024688011825476166,-0.18568485253890712,1763592556
0.0781223252415657,0.25189656019210815,0.5495198965072632,7.80094797037739e-06,0.0006144158129315616,-0.1874067102460527,1763592556
0.0781259536743164,0.2514607310295105,0.5496450066566467,-0.0010127160280128447,0.00016894572642377746,-0.18581195375576345,1763592556
0.0781131237745285,0.2514660358428955,0.5496538877487183,-0.0009711627991188305,0.0002921569407924816,-0.18585137395710877,1763592556
0.07810623943805695,0.2514500319957733,0.5496282577514648,-0.0009460967809163486,0.00019470623590103143,-0.18581510924092776,1763592556
0.07811017334461212,0.25146257877349854,0.5496392250061035,-0.0009855489886492425,0.0002208047821437238,-0.18581706202116416,1763592556
0.07811090350151062,0.25144484639167786,0.5496730804443359,-0.0010654924648349098,0.00032304971136671104,-0.18569463844431439,1763592556
0.07811520993709564,0.25144946575164795,0.5496407747268677,-0.0010491799042803096,0.00023612206181960614,-0.18571047214110353,1763592556
0.07811494171619415,0.2514796555042267,0.5496424436569214,-0.001049061514100358,0.00016746617133843206,-0.18566703687611671,1763592556
0.07810549437999725,0.2514505088329315,0.549627423286438,-0.0009817597226268696,0.00019217279843087204,-0.18560591484156222,1763592556
0.07810091972351074,0.25143682956695557,0.5496633052825928,-0.0010035875651443114,0.0002820796385159918,-0.1857050042222979,1763592556
0.07809962332248688,0.2514346241950989,0.5496474504470825,-0.0009914540157349504,0.0002695879000199755,-0.18571374226531764,1763592556
0.07812812924385071,0.2514741122722626,0.549665093421936,-0.0009429593445541393,0.00018837241904194642,-0.18577646907641965,1763592556
0.07811076939105988,0.2514782249927521,0.5496219992637634,-0.0010020707078960338,0.00027035301668237426,-0.18581955887767568,1763592556
0.07811518013477325,0.2514578700065613,0.5496683120727539,-0.0009937853135322443,0.0002436251282229875,-0.18571086992756583,1763592556
0.07811376452445984,0.2515263855457306,0.5497204661369324,-0.0014169730933084183,5.459278909542268e-05,-0.18548990375018776,1763592556
0.07810981571674347,0.2514651119709015,0.5496718287467957,-0.0010282212165246259,0.0002211983895226966,-0.18564128864064605,1763592556
0.0781131237745285,0.25146326422691345,0.5496892333030701,-0.0010315632510006958,0.00023569976404162754,-0.185748665391067,1763592556
0.07810495793819427,0.2514745593070984,0.5496423840522766,-0.0009042190974678145,0.00022136781546960253,-0.18570187696784946,1763592556
0.07808414101600647,0.25143736600875854,0.5495831370353699,-0.0010490889011771705,0.00017562968301403054,-0.18568780794160641,1763592556
0.07809846103191376,0.25144580006599426,0.5496166944503784,-0.0009260232265498467,0.0002870616818046917,-0.18581221989754795,1763592556
0.07810452580451965,0.2514369487762451,0.5496422052383423,-0.0010281174607923585,0.0002620013842976337,-0.18573208061230345,1763592556
0.07810814678668976,0.2514379620552063,0.5496410727500916,-0.0009386235571243549,0.00016547018438209176,-0.18572951265015278,1763592556
0.07811079919338226,0.2514627277851105,0.5496485233306885,-0.0008378470785590093,0.00022352372346171186,-0.18584499820119094,1763592556
