t,x_f,y_f,theta_f,vx_f,vy_f,omega_f,raw_t,raw_x,raw_y,raw_theta
1766202419.274229,-1.2054564952850342,-2.2079737186431885,1.5243478532864447,0.0,0.0,0.0,1766202419.266047,-1.2052029371261597,-2.208127021789551,1.5224815724712832
1766202419.283075,-1.205345911719959,-2.2081311481991714,1.5244817728975288,0.0017192834291287543,-0.0024476153094928703,0.0003318715752720818,1766202419.2760088,-1.2053394317626953,-2.2081403732299805,1.5244942810947717
1766202419.292828,-1.2053287271002462,-2.2081556126577846,1.5244850900276297,0.0017192834291287543,-0.0024476153094928703,0.0003318715752720818,1766202419.2760088,-1.2053394317626953,-2.2081403732299805,1.5244942810947717
1766202419.303083,-1.2054754786831638,-2.2081683579341904,1.5259603220218407,-0.0038940405911440986,-0.0020434183870897816,0.02276010736209012,1766202419.2960346,-1.2055164575576782,-2.208165407180786,1.5270234927622097
1766202419.313143,-1.2055819601830873,-2.2081736920500585,1.526975802666417,-0.006053569651270751,-0.001560527521863558,0.03823918661427049,1766202419.3059955,-1.2056243419647217,-2.2081642150878906,1.527920522617531
1766202419.323054,-1.2058574970805531,-2.208110660566485,1.5291756186663532,-0.012254933735424207,0.0007044581586673039,0.07750419099728892,1766202419.3159962,-1.2060444355010986,-2.2080423831939697,1.5317949335092582
1766202419.333008,-1.2060569217336325,-2.208094406950206,1.531052262206284,-0.01421397048936563,0.0009390186974586754,0.1010943361809871,1766202419.3260612,-1.2061389684677124,-2.2080845832824707,1.5327876367841906
1766202419.342955,-1.206305757667944,-2.208065174729848,1.5328586426367945,-0.01660752170810582,0.0013841411215819084,0.11713211387418265,1766202419.3360033,-1.2064398527145386,-2.208040237426758,1.5342025724476227
1766202419.353276,-1.2065140721133756,-2.208047767489694,1.5344069663065643,-0.01733203241903587,0.001445423663671004,0.12338051054474293,1766202419.345993,-1.2065664529800415,-2.208043336868286,1.5350127435751888
1766202419.362961,-1.2066803941978348,-2.208027159049986,1.535771152669282,-0.017310592845882326,0.0015631441974798112,0.12629782872753634,1766202419.3560052,-1.2066783905029297,-2.2080161571502686,1.5361103652585635
