t,x_f,y_f,theta_f,vx_f,vy_f,omega_f,raw_t,raw_x,raw_y,raw_theta
1766202449.490272,-0.17012785375118256,-1.9850878715515137,-1.7442778444499547,0.0,0.0,0.0,1766202449.4860241,-0.16317836940288544,-1.9837219715118408,-1.7448724175948822
1766202449.499646,-0.17012785375118256,-1.9850878715515137,-1.7442778444499547,0.0,0.0,0.0,1766202449.4860241,-0.16317836940288544,-1.9837219715118408,-1.7448724175948822
1766202449.509778,-0.15032945519141738,-1.9817510439403168,-1.7476956245719024,0.3121252583750071,0.052605678037730724,-0.010257893418876387,1766202449.506082,-0.1493939310312271,-1.981593370437622,-1.7480030814940364
1766202449.519835,-0.14427646090247834,-1.9808826690457702,-1.7477632801799237,0.4202345483631226,0.06524539235534862,-0.009873240108101065,1766202449.5159922,-0.14260612428188324,-1.9806873798370361,-1.7477307180338624
1766202449.529745,-0.13760182627903955,-1.9800265999443287,-1.747923921495493,0.5183744497925906,0.07332694483918922,-0.011096817024303728,1766202449.526008,-0.1359124630689621,-1.9798874855041504,-1.7480104893398076
1766202449.539806,-0.12695610398623902,-1.9790089744486354,-1.748163433130818,0.7075539036193269,0.08316932463312761,-0.014134097579785121,1766202449.5360446,-0.12270912528038025,-1.9787880182266235,-1.7483595145548239
1766202449.549727,-0.11801067397998657,-1.9783086598504613,-1.748081963636201,0.7621724421222538,0.07930867278544516,-0.008872981716813508,1766202449.545987,-0.11629186570644379,-1.978430151939392,-1.7477348814172027
1766202449.559771,-0.11016583160499034,-1.9778040993312627,-1.747427668822388,0.7673130644861038,0.0720727137007978,0.007443567304739334,1766202449.5560079,-0.10993939638137817,-1.9781228303909302,-1.746231362156297
1766202449.569696,-0.10299915602511402,-1.9775191296696357,-1.7466528225529274,0.7569208155501894,0.06272267818130832,0.021420937416669165,1766202449.5659976,-0.10362417250871658,-1.978081464767456,-1.7454535331928684
1766202449.579697,-0.09351894540381854,-1.9775399135347922,-1.7490721991272722,0.7931612877195684,0.05045109630582819,-0.02606781760065443,1766202449.576374,-0.09064240008592606,-1.9785139560699463,-1.7539417473448116
1766202449.589717,-0.08537745484680946,-1.9775740014323195,-1.7498400911988867,0.7966442670966687,0.041370750828419914,-0.0343519093782562,1766202449.5860035,-0.08502326905727386,-1.9784973859786987,-1.7508615759795467
1766202449.599566,-0.07741177951241139,-1.9771603337728,-1.7501835772045302,0.7966442670966687,0.041370750828419914,-0.0343519093782562,1766202449.5860035,-0.08502326905727386,-1.9784973859786987,-1.7508615759795467
1766202449.609567,-0.07122017222277097,-1.9776795180018876,-1.7482318961730354,0.7725732102086968,0.028707442998775985,-0.0035694875841552794,1766202449.606024,-0.07374035567045212,-1.9790053367614746,-1.7444328987179154
1766202449.619553,-0.06501707068171499,-1.9781706534622783,-1.7485513276662152,0.7541720558749431,0.019099693234676397,-0.007053035826699201,1766202449.6159868,-0.06774242222309113,-1.9795936346054077,-1.7491337558231157
1766202449.629515,-0.05728012593397835,-1.9788167078133252,-1.7489720699639082,0.7563887626472211,0.009560251856123091,-0.011022169680609924,1766202449.6260726,-0.056856513023376465,-1.9806396961212158,-1.7498137506525946
1766202449.639581,-0.050568276162908155,-1.9793005070811482,-1.7459134588509593,0.7470729715100611,0.0034178343959491665,0.02239396292580718,1766202449.6361034,-0.05274668335914612,-1.9807368516921997,-1.737280184993958
1766202449.649508,-0.043101294010054005,-1.9792663458821633,-1.74568963155714,0.7470729715100611,0.0034178343959491665,0.02239396292580718,1766202449.6361034,-0.05274668335914612,-1.9807368516921997,-1.737280184993958
1766202449.659578,-0.03780389438729369,-1.980134891696273,-1.7441623635613608,0.7267788139963298,-0.004949278131599083,0.034388992333958535,1766202449.6560385,-0.04264424368739128,-1.982130527496338,-1.740914268634272
1766202449.669621,-0.030517919033357092,-1.9801845083303744,-1.7438176130736378,0.7267788139963298,-0.004949278131599083,0.034388992333958535,1766202449.6560385,-0.04264424368739128,-1.982130527496338,-1.740914268634272
1766202449.679511,-0.023283580395922425,-1.9802337733245174,-1.7434753058803723,0.7267788139963298,-0.004949278131599083,0.034388992333958535,1766202449.6560385,-0.04264424368739128,-1.982130527496338,-1.740914268634272
1766202449.689521,-0.01601060085989739,-1.9802833014586292,-1.743131170315751,0.7267788139963298,-0.004949278131599083,0.034388992333958535,1766202449.6560385,-0.04264424368739128,-1.982130527496338,-1.740914268634272
1766202449.699626,-0.008710243467472002,-1.9803330160327188,-1.742785739313129,0.7267788139963298,-0.004949278131599083,0.034388992333958535,1766202449.6560385,-0.04264424368739128,-1.982130527496338,-1.740914268634272
1766202449.709551,-0.0014627357345536217,-1.9803823707068513,-1.742442808997787,0.7267788139963298,-0.004949278131599083,0.034388992333958535,1766202449.6560385,-0.04264424368739128,-1.982130527496338,-1.740914268634272
