X_Human,Y_Human,Theta_Human,X_Robot,Y_Robot,Theta_Robot,time
-0.5265259146690369,-2.218086004257202,0.02269681437930991,0.28386542201042175,3.6110122203826904,-1.606032904436473,1766201951.2160888
-0.522715151309967,-2.218367576599121,0.02231656041534548,0.28386542201042175,3.6110122203826904,-1.606032904436473,1766201951.2260203
-0.522715151309967,-2.218367576599121,0.02231656041534548,0.2811659276485443,3.6127874851226807,-1.5933356875719207,1766201951.2161114
-0.5184226632118225,-2.2188589572906494,0.02092746651889069,0.2811659276485443,3.6127874851226807,-1.5933356875719207,1766201951.236016
-0.5184226632118225,-2.2188589572906494,0.02092746651889069,0.28375905752182007,3.6108970642089844,-1.606084806715665,1766201951.2260046
-0.5184226632118225,-2.2188589572906494,0.02092746651889069,0.28107210993766785,3.6128010749816895,-1.5935235313523104,1766201951.2360008
-0.5184226632118225,-2.2188589572906494,0.02092746651889069,0.28366315364837646,3.61077618598938,-1.6059670278291158,1766201951.2459776
-0.5143548250198364,-2.2192530632019043,0.014411009678900116,0.28366315364837646,3.61077618598938,-1.6059670278291158,1766201951.245997
-0.5107242465019226,-2.2194347381591797,0.014693743172207056,0.28366315364837646,3.61077618598938,-1.6059670278291158,1766201951.256027
-0.5107242465019226,-2.2194347381591797,0.014693743172207056,0.2818984091281891,3.6119394302368164,-1.5974372622529531,1766201951.2560084
-0.5107242465019226,-2.2194347381591797,0.014693743172207056,0.2818969190120697,3.613369941711426,-1.6047758221338961,1766201951.2661247
-0.5068138837814331,-2.219677209854126,0.013013737671177427,0.2818969190120697,3.613369941711426,-1.6047758221338961,1766201951.2661612
-0.5068138837814331,-2.219677209854126,0.013013737671177427,0.28371378779411316,3.6107800006866455,-1.6059428094737755,1766201951.276123
-0.5032406449317932,-2.21976900100708,0.004487328199552439,0.28371378779411316,3.6107800006866455,-1.6059428094737755,1766201951.2761629
-0.5032406449317932,-2.21976900100708,0.004487328199552439,0.2812511920928955,3.612739324569702,-1.5939870295591958,1766201951.2761798
-0.49907058477401733,-2.219848155975342,0.005799940882072237,0.2812511920928955,3.612739324569702,-1.5939870295591958,1766201951.2761908
-0.4959019720554352,-2.2196762561798096,-4.8677841209270585e-05,0.2812511920928955,3.612739324569702,-1.5939870295591958,1766201951.286001
-0.4959019720554352,-2.2196762561798096,-4.8677841209270585e-05,0.28377407789230347,3.610844373703003,-1.6060142842642489,1766201951.285984
-0.4959019720554352,-2.2196762561798096,-4.8677841209270585e-05,0.2811480462551117,3.612726926803589,-1.5928893239679458,1766201951.2959855
-0.4917870759963989,-2.2198402881622314,-0.00394297801173202,0.2811480462551117,3.612726926803589,-1.5928893239679458,1766201951.2960157
-0.4917870759963989,-2.2198402881622314,-0.00394297801173202,0.283821165561676,3.610788583755493,-1.6057095519188564,1766201951.306034
-0.48832976818084717,-2.219607353210449,-0.005793266079693473,0.283821165561676,3.610788583755493,-1.6057095519188564,1766201951.3060517
-0.48832976818084717,-2.219607353210449,-0.005793266079693473,0.28204721212387085,3.613370180130005,-1.6045653603293568,1766201951.316015
-0.48454388976097107,-2.219447374343872,-0.009955285456107988,0.28204721212387085,3.613370180130005,-1.6045653603293568,1766201951.3160322
-0.48454388976097107,-2.219447374343872,-0.009955285456107988,0.2837063670158386,3.6107373237609863,-1.605869262051938,1766201951.316038
-0.4808952510356903,-2.2191450595855713,-0.016621959953217996,0.2837063670158386,3.6107373237609863,-1.605869262051938,1766201951.3161395
-0.4808952510356903,-2.2191450595855713,-0.016621959953217996,0.2811610698699951,3.6127448081970215,-1.593495892226666,1766201951.3260381
-0.47719937562942505,-2.21880841255188,-0.021420080819311866,0.2811610698699951,3.6127448081970215,-1.593495892226666,1766201951.3260586
-0.47719937562942505,-2.21880841255188,-0.021420080819311866,0.28382205963134766,3.610907554626465,-1.6059278453332027,1766201951.3360105
-0.4732367992401123,-2.218549966812134,-0.023113332552330567,0.28382205963134766,3.610907554626465,-1.6059278453332027,1766201951.336027
-0.4732367992401123,-2.218549966812134,-0.023113332552330567,0.2811891436576843,3.612835168838501,-1.5936006020293516,1766201951.346091
-0.4694068133831024,-2.218096971511841,-0.027697779662857688,0.2811891436576843,3.612835168838501,-1.5936006020293516,1766201951.346122
-0.4694068133831024,-2.218096971511841,-0.027697779662857688,0.28370895981788635,3.610834836959839,-1.6061703773334246,1766201951.3560297
-0.46556106209754944,-2.217665672302246,-0.03764390544805866,0.28370895981788635,3.610834836959839,-1.6061703773334246,1766201951.3560545
-0.46191146969795227,-2.216984510421753,-0.03998545666474803,0.28370895981788635,3.610834836959839,-1.6061703773334246,1766201951.366077
-0.46191146969795227,-2.216984510421753,-0.03998545666474803,0.2818644642829895,3.6120991706848145,-1.5973420554661089,1766201951.3660643
-0.46191146969795227,-2.216984510421753,-0.03998545666474803,0.2811028063297272,3.6128458976745605,-1.5935140686489937,1766201951.3760939
-0.4580683708190918,-2.2164525985717773,-0.04448239906369086,0.2811028063297272,3.6128458976745605,-1.5935140686489937,1766201951.3761284
-0.4580683708190918,-2.2164525985717773,-0.04448239906369086,0.2836684584617615,3.6107189655303955,-1.6056981045368792,1766201951.3761437
-0.45409512519836426,-2.2157740592956543,-0.049977761550627706,0.2836684584617615,3.6107189655303955,-1.6056981045368792,1766201951.3761542
-0.45021477341651917,-2.2151710987091064,-0.051733186607404315,0.2836684584617615,3.6107189655303955,-1.6056981045368792,1766201951.3861294
-0.45021477341651917,-2.2151710987091064,-0.051733186607404315,0.2819173336029053,3.61191463470459,-1.5976515841411594,1766201951.3861187
-0.44631099700927734,-2.2144289016723633,-0.0570048172864382,0.2819173336029053,3.61191463470459,-1.5976515841411594,1766201951.3961182
-0.44631099700927734,-2.2144289016723633,-0.0570048172864382,0.28192487359046936,3.6120553016662598,-1.597759622726691,1766201951.3961024
-0.44631099700927734,-2.2144289016723633,-0.0570048172864382,0.2812037467956543,3.612865686416626,-1.593727417093384,1766201951.4061534
-0.44169506430625916,-2.213970184326172,-0.058988305415555296,0.2812037467956543,3.612865686416626,-1.593727417093384,1766201951.4062004
-0.44169506430625916,-2.213970184326172,-0.058988305415555296,0.28381824493408203,3.610880136489868,-1.6060019362749554,1766201951.4161308
-0.4384130835533142,-2.2127182483673096,-0.06717090516319676,0.28381824493408203,3.610880136489868,-1.6060019362749554,1766201951.4161658
-0.4384130835533142,-2.2127182483673096,-0.06717090516319676,0.2813267707824707,3.6127638816833496,-1.594225760823909,1766201951.4161813
-0.4345954656600952,-2.2116804122924805,-0.07274724198763406,0.2813267707824707,3.6127638816833496,-1.594225760823909,1766201951.4161916
-0.43039628863334656,-2.2108283042907715,-0.076868243337124,0.2813267707824707,3.6127638816833496,-1.594225760823909,1766201951.4260857
-0.43039628863334656,-2.2108283042907715,-0.076868243337124,0.2837466597557068,3.610675573348999,-1.605348287482332,1766201951.426074
-0.43039628863334656,-2.2108283042907715,-0.076868243337124,0.28135913610458374,3.6126694679260254,-1.5943503393663419,1766201951.4361277
-0.4257458448410034,-2.21018123626709,-0.07908078618604604,0.28135913610458374,3.6126694679260254,-1.5943503393663419,1766201951.4361613
-0.4224916696548462,-2.2086360454559326,-0.08767425644102869,0.28135913610458374,3.6126694679260254,-1.5943503393663419,1766201951.4461386
-0.4224916696548462,-2.2086360454559326,-0.08767425644102869,0.283900648355484,3.611036777496338,-1.605945615661986,1766201951.4461055
-0.4183652698993683,-2.207496404647827,-0.09372777645715466,0.283900648355484,3.611036777496338,-1.605945615661986,1766201951.45619
-0.4183652698993683,-2.207496404647827,-0.09372777645715466,0.2823448181152344,3.613107204437256,-1.6050201638945791,1766201951.4561434
-0.4183652698993683,-2.207496404647827,-0.09372777645715466,0.28195780515670776,3.6119496822357178,-1.5980987888685443,1766201951.4661596
-0.4144115746021271,-2.206271171569824,-0.10092332664193691,0.28195780515670776,3.6119496822357178,-1.5980987888685443,1766201951.466199
-0.4144115746021271,-2.206271171569824,-0.10092332664193691,0.28127163648605347,3.6127021312713623,-1.593961623301616,1766201951.4662569
-0.4101669490337372,-2.205125331878662,-0.10413140747501395,0.28127163648605347,3.6127021312713623,-1.593961623301616,1766201951.466277
-0.4057178497314453,-2.2039198875427246,-0.11082322065534637,0.28127163648605347,3.6127021312713623,-1.593961623301616,1766201951.4760814
-0.4057178497314453,-2.2039198875427246,-0.11082322065534637,0.283708781003952,3.6107635498046875,-1.6059760849977769,1766201951.4760706
-0.4057178497314453,-2.2039198875427246,-0.11082322065534637,0.2811726927757263,3.6127638816833496,-1.5932392187072415,1766201951.4861407
-0.40175315737724304,-2.2023425102233887,-0.12007623555124458,0.2811726927757263,3.6127638816833496,-1.5932392187072415,1766201951.486191
-0.39727792143821716,-2.2012016773223877,-0.12516307891888045,0.2811726927757263,3.6127638816833496,-1.5932392187072415,1766201951.4962122
-0.39727792143821716,-2.2012016773223877,-0.12516307891888045,0.28369730710983276,3.6107876300811768,-1.6062292248829713,1766201951.4961624
-0.3928280174732208,-2.1997036933898926,-0.13434122666848708,0.28369730710983276,3.6107876300811768,-1.6062292248829713,1766201951.50612
-0.3928280174732208,-2.1997036933898926,-0.13434122666848708,0.2820025384426117,3.612060070037842,-1.5975283746636086,1766201951.5060759
-0.3928280174732208,-2.1997036933898926,-0.13434122666848708,0.28125736117362976,3.612840175628662,-1.5935852305637748,1766201951.5161223
-0.38757845759391785,-2.198617696762085,-0.13934931817603274,0.28125736117362976,3.612840175628662,-1.5935852305637748,1766201951.516168
-0.38757845759391785,-2.198617696762085,-0.13934931817603274,0.2836771309375763,3.610717535018921,-1.605801366178733,1766201951.5162227
-0.3827645480632782,-2.1970763206481934,-0.14944115011245668,0.2836771309375763,3.610717535018921,-1.605801366178733,1766201951.5162435
-0.37858185172080994,-2.1953704357147217,-0.16193812571072944,0.2836771309375763,3.610717535018921,-1.605801366178733,1766201951.5260277
-0.37858185172080994,-2.1953704357147217,-0.16193812571072944,0.2819714844226837,3.611928701400757,-1.5978149050732033,1766201951.5260146
