x,y,z,alpha,beta,gamma,time
0.1729196310043335,3.4007394313812256,0.4997197389602661,0.009579184152063299,-0.0026644184625589213,-1.6137964751043257,1766195184.2138402
0.17299069464206696,3.400649070739746,0.4997628331184387,0.009599884158086365,-0.002366435329861162,-1.6142263341315624,1766195184.2239547
0.17316791415214539,3.400548219680786,0.49984490871429443,0.01052163172615545,-0.0021785761867591704,-1.6157184117763712,1766195184.2340167
0.17312568426132202,3.4005000591278076,0.4998164772987366,0.010052444991852214,-0.0024548497530072566,-1.614796068833831,1766195184.2341983
0.17299678921699524,3.4005892276763916,0.49981001019477844,0.009678740803852646,-0.0027900538285775783,-1.6141186362035789,1766195184.2438464
0.17302492260932922,3.400581121444702,0.4997826814651489,0.009528481820147797,-0.00259741283845284,-1.6141292065787203,1766195184.2538443
0.17304034531116486,3.400608777999878,0.4997931122779846,0.009644040167356182,-0.002463830078062107,-1.6143839424580169,1766195184.263943
0.17232438921928406,3.4025440216064453,0.4990786015987396,0.005378649260585887,-0.0013468855930529404,-1.6045629917307465,1766195184.2739785
0.1729903221130371,3.400618076324463,0.4998033940792084,0.009878730246080294,-0.002282086063992267,-1.614719350656721,1766195184.2839403
0.17483912408351898,3.400780439376831,0.49804145097732544,0.005901045855118341,-0.0072494183582276816,-1.6184710218532878,1766195184.2839985
0.17539942264556885,3.3998804092407227,0.5003726482391357,0.004301199263151563,0.000899322550045036,-1.6173052148910416,1766195184.2938485
0.17493662238121033,3.400156021118164,0.49999871850013733,0.006017833280116658,-0.0004352504662179492,-1.616954174273465,1766195184.3039174
0.1725655049085617,3.4008407592773438,0.5000982880592346,0.010110967062301848,-0.0019509319261632112,-1.6139305411170681,1766195184.3139482
0.1729779690504074,3.4007582664489746,0.49969741702079773,0.009672255045285056,-0.0022817625493387972,-1.614040187939667,1766195184.3239737
0.17300422489643097,3.4007716178894043,0.4997190833091736,0.009710564512258282,-0.0024054240906537434,-1.6142435313321717,1766195184.324033
0.1730259656906128,3.4006547927856445,0.499772846698761,0.009823626698035786,-0.0022885212226480393,-1.6144941918654931,1766195184.3339486
0.17311830818653107,3.400524616241455,0.49975961446762085,0.010148711483339394,-0.002435798762811289,-1.6150831125920315,1766195184.3439484
0.172995924949646,3.4006094932556152,0.49973785877227783,0.009540209611076643,-0.002691551982896546,-1.6139195663820725,1766195184.3539627
0.17304086685180664,3.400660276412964,0.49975651502609253,0.009729580433320045,-0.0023823111865916855,-1.6142810466613775,1766195184.3639784
0.17315080761909485,3.400482654571533,0.4997612535953522,0.010061779503539618,-0.0024549699131795476,-1.615154001998265,1766195184.3740134
0.17310748994350433,3.4006361961364746,0.49977171421051025,0.009964846715212639,-0.0020505799075128035,-1.6149911445906675,1766195184.3839674
0.17307813465595245,3.4006383419036865,0.49975720047950745,0.009767902212385994,-0.0020979096120513595,-1.614773279005771,1766195184.3840246
0.17677196860313416,3.3987669944763184,0.497842401266098,0.012051196173223587,-0.010760154226232683,-1.6262246970205863,1766195184.3939652
0.1753295660018921,3.400054454803467,0.49938681721687317,0.00497834155686944,-0.0025226410711468323,-1.6191498516489966,1766195184.4139726
0.1724374145269394,3.400871753692627,0.5001892447471619,0.009970355548078555,-0.002265371652816927,-1.6133722873646352,1766195184.4140747
0.17303895950317383,3.4006755352020264,0.49975064396858215,0.009734274761824771,-0.0024244751449459517,-1.6146971849745093,1766195184.423969
0.1748577505350113,3.4008901119232178,0.4980071783065796,0.006097977302986806,-0.007446804178096086,-1.61905130195208,1766195184.4340541
0.1751461625099182,3.4001448154449463,0.5002920627593994,0.004868973007088996,0.0006076059804622955,-1.6169036767119727,1766195184.4341083
0.17518579959869385,3.400158166885376,0.5002491474151611,0.005068303177734342,0.0003755316883869794,-1.6171670283681776,1766195184.4440017
0.17552173137664795,3.3999924659729004,0.5003402233123779,0.004207510135913703,0.0008419369631545278,-1.6176988807000972,1766195184.4540312
0.17518405616283417,3.3999252319335938,0.5002548694610596,0.004851366176831653,0.00026141808384997733,-1.6167719730976249,1766195184.4639895
0.17295001447200775,3.400657892227173,0.4997181296348572,0.009478545831280567,-0.0027166147018641246,-1.6138016412962544,1766195184.473951
0.17291894555091858,3.400707721710205,0.49995318055152893,0.010290763879019522,-0.002006348290956552,-1.6147578156046796,1766195184.483928
0.17302867770195007,3.400797128677368,0.49969327449798584,0.009667949351932891,-0.002141878556292108,-1.6141213725027344,1766195184.483984
0.173116996884346,3.400643825531006,0.499755859375,0.01004834922807486,-0.0021722847063127366,-1.615178270703281,1766195184.4939282
0.1730000376701355,3.400759220123291,0.4997866749763489,0.00981085754674506,-0.002299389642104323,-1.6145551887618093,1766195184.5039682
0.1728658378124237,3.4006364345550537,0.4998246133327484,0.009923080770101532,-0.002320149920411186,-1.6143270231254367,1766195184.513924
0.17491453886032104,3.400768280029297,0.49789267778396606,0.005882691977814797,-0.007427911175435562,-1.618758346041277,1766195184.5239375
0.17253074049949646,3.4007914066314697,0.5001000165939331,0.010235949992245622,-0.002276618093706167,-1.6137959325519116,1766195184.5339556
0.17297251522541046,3.400606870651245,0.4997231066226959,0.009680005650465767,-0.0025091719708090826,-1.6145435662870398,1766195184.534166
0.1730542629957199,3.400438070297241,0.49971917271614075,0.009886177402949788,-0.0028232427524011706,-1.614733768677268,1766195184.5439217
0.17287799715995789,3.4005377292633057,0.4997062087059021,0.009484747715747128,-0.003148234437396198,-1.6136582692457198,1766195184.5538504
0.1730004847049713,3.400200843811035,0.4996902048587799,0.009616368508575071,-0.0033157725138767756,-1.6143064120280524,1766195184.563964
0.17303799092769623,3.400038957595825,0.4997086822986603,0.009891785363383702,-0.003297486450212438,-1.6148857964327963,1766195184.5740185
0.17300675809383392,3.4002156257629395,0.4997114837169647,0.009514004825867875,-0.003303292229175302,-1.6140582866341886,1766195184.5839875
0.17305848002433777,3.3999149799346924,0.4996628761291504,0.009640648316469146,-0.003053183818585385,-1.6145910926404963,1766195184.5840442
0.1731390655040741,3.399596929550171,0.4997587502002716,0.009966690715938026,-0.0030922732172660155,-1.61533649372307,1766195184.5939746
0.17318494617938995,3.3993616104125977,0.4997195601463318,0.010030892802931103,-0.0031315991665033156,-1.6155358680284129,1766195184.6039658
0.17316387593746185,3.3992631435394287,0.49974387884140015,0.010012241084707035,-0.0027769312350403173,-1.6157429017506741,1766195184.6139727
0.1732374131679535,3.3986525535583496,0.49968379735946655,0.010174363721236195,-0.002880205213071576,-1.6166954401941946,1766195184.623948
0.17488321661949158,3.3986668586730957,0.4981328248977661,0.005977146823137635,-0.007987538372160508,-1.6198012674832276,1766195184.6339571
0.1760450005531311,3.3968071937561035,0.49986571073532104,0.0038100090041784215,-0.0014407862123615716,-1.6227054758798118,1766195184.643969
0.1761426329612732,3.396350383758545,0.49988606572151184,0.003726524765332268,-0.001618475610621778,-1.6235608627463647,1766195184.6440506
0.17658783495426178,3.3974297046661377,0.49961981177330017,0.005448177334811944,-0.0006964783232349634,-1.6304815104997736,1766195184.6539254
0.17666834592819214,3.39662504196167,0.4996355175971985,0.0053646709509669694,-0.0012028328542202722,-1.6314021419804676,1766195184.6639156
0.17681899666786194,3.395648717880249,0.5000028014183044,0.004051897131771332,-0.001654968406749709,-1.6312481937297911,1766195184.673928
0.17686760425567627,3.39501690864563,0.4999520182609558,0.004382978325783129,-0.0017447039072629336,-1.6326412862495072,1766195184.6839623
0.17469853162765503,3.393385648727417,0.4990876317024231,0.009106400621991887,-0.0036734841476237525,-1.6283114849072675,1766195184.684
0.17501790821552277,3.3923375606536865,0.4991718828678131,0.00883044178716608,-0.003581681205154939,-1.6293429004435678,1766195184.6939228
0.17515535652637482,3.391939878463745,0.4992401897907257,0.008782403477684983,-0.0027178971780895365,-1.631913638787058,1766195184.7039123
0.17481599748134613,3.390850305557251,0.49945834279060364,0.0074804967095607345,-0.004318006243959453,-1.6270139478111783,1766195184.713929
0.1753627210855484,3.3899991512298584,0.4989154040813446,0.008496347929333674,-0.003559585075365212,-1.6342152205932972,1766195184.7239425
0.17555832862854004,3.38852858543396,0.49933212995529175,0.008129576936919685,-0.003672780028860631,-1.634868520617378,1766195184.7339575
0.17541781067848206,3.3871426582336426,0.49928510189056396,0.007473129892775917,-0.004844686806947581,-1.6347766429598536,1766195184.7439592
0.17548805475234985,3.384397506713867,0.4992619454860687,0.0033757920368178763,-0.011971316106389622,-1.6290292407590354,1766195184.744032
0.17605602741241455,3.385244369506836,0.4990811049938202,0.008651573108716776,-0.00244501712874699,-1.640690595781986,1766195184.7539198
0.17591044306755066,3.383622646331787,0.4989352226257324,0.0067412873125853685,-0.004783651023491037,-1.6405187405294694,1766195184.7639177
0.1761208027601242,3.382563829421997,0.4986901879310608,0.005921588927968409,-0.00531825300399222,-1.642285471240968,1766195184.7739804
0.17646823823451996,3.3811538219451904,0.4987905025482178,0.006350903681869954,-0.005622661013685288,-1.6452098982531964,1766195184.7840085
0.1765439212322235,3.3797483444213867,0.4986852705478668,0.006156691965050361,-0.005341767414128158,-1.6465547200126736,1766195184.7940319
0.17664919793605804,3.378267765045166,0.4989953935146332,0.006973019656786285,-0.004703196437178965,-1.6495157418741622,1766195184.7941096
0.17754891514778137,3.376779317855835,0.49947673082351685,0.00804139049524805,-0.0024130178742461637,-1.6551970732417187,1766195184.803976
0.1786467432975769,3.375507354736328,0.5000929832458496,0.004994227223866377,-0.0013281161548222523,-1.6597912701609956,1766195184.8140268
0.17716427147388458,3.373185873031616,0.4995509386062622,0.007382815454245753,-0.004000190130473159,-1.657837573270067,1766195184.8240108
0.17677947878837585,3.3701016902923584,0.49976396560668945,0.004338145209283027,-0.010791957927249601,-1.6524139115268548,1766195184.8339095
0.1768796741962433,3.3684451580047607,0.4999230206012726,0.004411018346432256,-0.010912669604781178,-1.6551843152998091,1766195184.834121
0.17769338190555573,3.368443489074707,0.49941980838775635,0.007659819721980118,-0.0039247351408642425,-1.6659694416183946,1766195184.843976
0.17796754837036133,3.3668336868286133,0.4994202256202698,0.008013450660586341,-0.003047558398851719,-1.6696589283629701,1766195184.854046
