x,y,z,alpha,beta,gamma,time
0.679644763469696,-2.629319429397583,0.5479679703712463,0.013674947184048084,0.02315098232844984,2.0408992118988185,1766201860.2061086
0.6798851490020752,-2.62953782081604,0.5481986999511719,0.013114492463728323,0.02321866711419334,2.040541549352229,1766201860.206152
0.6797247529029846,-2.6297221183776855,0.5482165217399597,0.013717032858399297,0.023332666103668645,2.039857973636991,1766201860.2160811
0.6795719861984253,-2.6294217109680176,0.5480174422264099,0.01382019242160836,0.02324416495400881,2.0405208932366006,1766201860.2161257
0.6795782446861267,-2.629319667816162,0.5485029816627502,0.012919073628913029,0.022307287497210074,2.041637868491859,1766201860.226039
0.6796265244483948,-2.6293303966522217,0.5479258298873901,0.013641640301933971,0.023329954650901055,2.04067766476713,1766201860.2360165
0.6798674464225769,-2.6285152435302734,0.5481379628181458,0.01260421994751046,0.02198750857871488,2.0409957223294675,1766201860.2460086
0.6799079179763794,-2.6285111904144287,0.5481452941894531,0.012450375107510377,0.021994974322148662,2.041027863618194,1766201860.2560515
0.6798938512802124,-2.6284334659576416,0.5481885671615601,0.012337580699676498,0.02181720356650787,2.0414145136836077,1766201860.2661002
0.6799975037574768,-2.628412961959839,0.5481466054916382,0.012055034546014533,0.021852780683956487,2.041530086563164,1766201860.2661386
0.6799136400222778,-2.628491163253784,0.5481613278388977,0.012528009195089165,0.02191576918539347,2.0412428160780505,1766201860.275983
0.6841262578964233,-2.623361587524414,0.5489799976348877,-0.014065633100076243,0.018562325920415196,2.0713286171063636,1766201860.2860715
0.6839755773544312,-2.6195223331451416,0.550746738910675,-0.009389394296158735,0.00915815967210902,2.051917931878831,1766201860.2960339
0.6838026642799377,-2.620314598083496,0.5504685640335083,-0.008941898517186839,0.010832813730639393,2.053578070237633,1766201860.306041
0.6840426325798035,-2.623314619064331,0.5491123795509338,-0.014393028547488479,0.01848255276751166,2.0717091748656764,1766201860.3160262
0.6839483976364136,-2.6233553886413574,0.5490735173225403,-0.014106625634398396,0.01843967227594207,2.0714049519464517,1766201860.316049
