x,y,z,alpha,beta,gamma,time
-0.5309224128723145,-2.2173664569854736,1.8900542259216309,-3.092979589587098,-0.2964660716967411,0.027595756026779265,1766201951.2161062
-0.5265259146690369,-2.218086004257202,1.8902029991149902,-3.099701638241969,-0.2968988169274115,0.02269681437930991,1766201951.2161148
-0.522715151309967,-2.218367576599121,1.8907369375228882,-3.1022505476126376,-0.30171203231320803,0.02231656041534548,1766201951.2260203
-0.5184226632118225,-2.2188589572906494,1.8908898830413818,-3.1140766364268027,-0.310332485446938,0.02092746651889069,1766201951.236016
-0.5143548250198364,-2.2192530632019043,1.8911263942718506,-3.1150427314155738,-0.3070342243589398,0.014411009678900116,1766201951.245997
-0.5107242465019226,-2.2194347381591797,1.8916386365890503,-3.1148566521870036,-0.3127858777206081,0.014693743172207056,1766201951.256027
-0.5068138837814331,-2.219677209854126,1.8919755220413208,-3.1111984161776736,-0.31313711028904406,0.013013737671177427,1766201951.2661612
-0.5032406449317932,-2.21976900100708,1.8924651145935059,-3.1033454086324586,-0.3031138112254474,0.004487328199552439,1766201951.2761629
-0.49907058477401733,-2.219848155975342,1.8925315141677856,-3.1041677406072195,-0.3122519887400621,0.005799940882072237,1766201951.2761908
-0.4959019720554352,-2.2196762561798096,1.89339017868042,-3.101046500251483,-0.30943983862456087,-4.8677841209270585e-05,1766201951.286001
-0.4917870759963989,-2.2198402881622314,1.8935285806655884,-3.0902291617374713,-0.3049356837571609,-0.00394297801173202,1766201951.2960157
-0.48832976818084717,-2.219607353210449,1.8942432403564453,-3.0970051563682612,-0.3108752842390922,-0.005793266079693473,1766201951.3060517
-0.48454388976097107,-2.219447374343872,1.8945733308792114,-3.092110070774313,-0.3120985824267041,-0.009955285456107988,1766201951.3160322
-0.4808952510356903,-2.2191450595855713,1.8951681852340698,-3.1019048492026586,-0.314657886440273,-0.016621959953217996,1766201951.3161395
-0.47719937562942505,-2.21880841255188,1.8956726789474487,-3.098288750846305,-0.3136023377665549,-0.021420080819311866,1766201951.3260586
-0.4732367992401123,-2.218549966812134,1.8960249423980713,-3.087985174663618,-0.3130541017904733,-0.023113332552330567,1766201951.336027
-0.4694068133831024,-2.218096971511841,1.8964773416519165,-3.0888544064244488,-0.31414421031331013,-0.027697779662857688,1766201951.346122
-0.46556106209754944,-2.217665672302246,1.8970216512680054,-3.096662422690287,-0.31019110200944006,-0.03764390544805866,1766201951.3560545
-0.46191146969795227,-2.216984510421753,1.8976235389709473,-3.0966394206236787,-0.31480640370892643,-0.03998545666474803,1766201951.366077
-0.4580683708190918,-2.2164525985717773,1.8980611562728882,-3.095678672124442,-0.3156311729671728,-0.04448239906369086,1766201951.3761284
-0.45409512519836426,-2.2157740592956543,1.8984168767929077,-3.094339091915083,-0.31201712058909603,-0.049977761550627706,1766201951.3761542
-0.45021477341651917,-2.2151710987091064,1.8988546133041382,-3.0899352573524284,-0.31380735666114196,-0.051733186607404315,1766201951.3861294
-0.44631099700927734,-2.2144289016723633,1.8992074728012085,-3.089886021548906,-0.3134635085522932,-0.0570048172864382,1766201951.3961182
-0.44169506430625916,-2.213970184326172,1.899107575416565,-3.123781193979007,-0.33325474191581844,-0.058988305415555296,1766201951.4062004
-0.4384130835533142,-2.2127182483673096,1.8997663259506226,-3.085737562733756,-0.3118062920977886,-0.06717090516319676,1766201951.4161658
-0.4345954656600952,-2.2116804122924805,1.9002002477645874,-3.0797057923822866,-0.30737807804596246,-0.07274724198763406,1766201951.4161916
-0.43039628863334656,-2.2108283042907715,1.9001363515853882,-3.0827165390400784,-0.31318297982737653,-0.076868243337124,1766201951.4260857
-0.4257458448410034,-2.21018123626709,1.899970531463623,-3.1173872888095566,-0.33209871318049106,-0.07908078618604604,1766201951.4361613
