t,x_f,y_f,theta_f,vx_f,vy_f,omega_f,raw_t,raw_x,raw_y,raw_theta
1766202678.719252,0.7371372580528259,-2.018275260925293,-1.1567051907783443,0.0,0.0,0.0,1766202678.7160573,0.7371372580528259,-2.018275260925293,-1.1567051907783443
1766202678.72979,0.7370865078348986,-2.0182644840642814,-1.1566190936243166,-0.0005856804873198616,0.0001243698542954419,0.0001160302893393878,1766202678.7259772,0.7370822429656982,-2.018263578414917,-1.1566106444098043
1766202678.739226,0.7370813388407317,-2.018263329799171,-1.1566402773696136,-0.0005684509142139767,0.00012343961893654902,-0.00011291727937644876,1766202678.7359734,0.7370815277099609,-2.018263339996338,-1.1566620702164274
1766202678.749272,0.7372091746360643,-2.0182478370166783,-1.156886090519104,0.005748409542573636,0.0007976047487730979,-0.005156882263407638,1766202678.7460876,0.7372806072235107,-2.018240213394165,-1.1572333353784459
1766202678.761674,0.7372450704515295,-2.0182735126728497,-1.1569626846059182,0.004482104931620618,-0.000474870782701116,-0.0054688455602649455,1766202678.7559958,0.7372262477874756,-2.0182924270629883,-1.1569795417194786
1766202678.769202,0.7373028721600758,-2.0182949077853105,-1.1569999301589515,0.005225510060461975,-0.0010254775843349519,-0.005373328141195521,1766202678.765986,0.7373249530792236,-2.0183112621307373,-1.1569936315339122
1766202678.779205,0.7373289247527745,-2.01831653175284,-1.157005476889156,0.004542650299633002,-0.001321503448875556,-0.0042805714710904075,1766202678.775972,0.7373009324073792,-2.0183286666870117,-1.1569275562019172
1766202678.789205,0.7373761560345852,-2.018297105046797,-1.1571090282504197,0.004582952650246217,-0.0005926015050310271,-0.0055270030812155525,1766202678.786017,0.7373784184455872,-2.018256187438965,-1.157211791646272
1766202678.799211,0.7373635199194176,-2.0182985217880556,-1.1570394573611258,0.003443831046127668,-0.0005047168717413055,-0.003221033396423101,1766202678.7959893,0.7372783422470093,-2.01829195022583,-1.1568126236782994
1766202678.809201,0.7373735200905447,-2.01830475151932,-1.1571191217262824,0.0030230692408898243,-0.000525193575129351,-0.004012565399437852,1766202678.8059664,0.737332820892334,-2.0183067321777344,-1.1572130111222432
1766202678.819215,0.7373714934619159,-2.018299186965706,-1.1572092454834104,0.002523937693857684,-0.0003579314492558798,-0.004768049081669278,1766202678.8159642,0.7373107671737671,-2.0182788372039795,-1.157317085331025
1766202678.829218,0.7373582290234696,-2.0182914844699775,-1.1572437074500033,0.0019848111837339304,-0.00019997992183236283,-0.0045852171311577955,1766202678.8259695,0.737277626991272,-2.018267869949341,-1.157212501487714
1766202678.839194,0.7372319014542388,-2.018297561599668,-1.156987193325359,0.00011418117264341224,-0.00025223603621243754,-0.0007458533169062529,1766202678.8359644,0.7368950843811035,-2.0183069705963135,-1.1562104165753815
1766202678.849221,0.737127134401694,-2.0182883263126175,-1.1568602229605565,-0.0011348886159369485,-0.00011349240270300541,0.000832567274375532,1766202678.84614,0.7368614077568054,-2.018258810043335,-1.1564857818317975
1766202678.859167,0.73711191812994,-2.0182835787665323,-1.1568964018154513,-0.001177900010606095,-4.915559820889519e-05,0.00034731966471773904,1766202678.8560128,0.7371012568473816,-2.0182676315307617,-1.1570302779489574
1766202678.869191,0.7371026017140142,-2.018276627795415,-1.1568324217227557,-0.001152440152281523,2.6934994342871574e-05,0.0009637629557366269,1766202678.8660448,0.7371098399162292,-2.0182549953460693,-1.156636732255599
1766202678.879188,0.7370897081904035,-2.018273819340137,-1.1567414161499479,-0.0011656164744338812,5.1312982934704454e-05,0.0017412699661291148,1766202678.876005,0.7370854616165161,-2.018265962600708,-1.156459652381328
1766202678.889188,0.737108021756513,-2.018272982638752,-1.1567469900679552,-0.0008939469783366028,5.424609859452205e-05,0.0015345046170590574,1766202678.886029,0.7372061610221863,-2.0182719230651855,-1.15683185750874
1766202678.899192,0.7371252100308378,-2.018274521948629,-1.1567516538534253,-0.0006691933018950394,3.633907137437919e-05,0.0013644264517708748,1766202678.8959875,0.7372152805328369,-2.0182816982269287,-1.156830149786274
1766202678.909188,0.7371468195083339,-2.018276259008332,-1.1567673627298987,-0.0004371733977574358,1.9118768274766415e-05,0.0011280664928223886,1766202678.9060056,0.7372490167617798,-2.0182838439941406,-1.1568892277425646
